         i         j       pij       pji
        34         7    -244.5     157.6
        40        27   -1756.8    1505.2
         6        28     839.6   -1014.2
        50        13      52.1    -200.5
        45        32   -1661.5    1572.7
        14        27   -1947.9    1678.4
        18        13     615.3    -664.7
        12        21     938.8    -998.2
        27        32     432.3    -459.6
        14        33   -1445.7    1400.2
        32         5    -552.3     479.9
        30        15    1858.5   -2001.6
        10        21     286.1    -313.2
         8        33   -2345.2    2292.2
         6         2    -252.8     207.2
        24         5    -176.1     146.1
        36        47    1139.5     -1177
         9        12      -642     418.6
        39        18     598.5    -638.6
         5         9    2527.4   -2628.5
        11        26   -1215.3    1187.9
         2         8    2676.4   -2772.9
        28         4    -256.2      64.3
        45        30   -1916.6    1782.3
        12        16    -147.7     145.4
        48        29   -2526.6    2308.6
         3        43    1259.9   -1557.4
        18        42     811.3    -897.6
         1        24     -49.2        36
        27         3     983.2   -1117.3
         7        25    1396.2   -1464.6
         2        25    2145.5   -2259.2
        22        28    1288.8   -1342.2
        22        49     812.2    -846.3
        42        12    -596.7     519.9
        21        38   -2044.3    1928.5
        18        23    -123.9      -1.1
        38        29    -709.5     609.6
        44        46     -62.6     -87.9
        46        30   -1580.1    1575.6
        32        36     695.4    -702.8
        18        17     525.9      -622
        41        14    -724.1     643.2
        43        26   -1145.1      1074
        19         6     -1359    1326.3
        18        37      -916     799.1
        46        35   -1162.2    1105.5
        48        31   -2215.5      2104
        39        20   -1238.1    1079.3
