         i         j       pij       pji
        22        38       -10       -10
        43        46       -10       -10
         4        24       -10       -10
        41         3       -10       -10
        39        45       -10       -10
        31        23       -10       -10
         6         9       -10       -10
        14        33       -10       -10
        38        19       -10       -10
         4        17       -10       -10
        12        23       -10       -10
        32        43       -10       -10
        31        21       -10       -10
        22         8       -10       -10
        12        11       -10       -10
        11         2       -10       -10
        20        32       -10       -10
        35        32       -10       -10
        48        17       -10       -10
        15        23       -10       -10
         8        40       -10       -10
        29        16       -10       -10
        49        10       -10       -10
        15        44       -10       -10
        45        42       -10       -10
        28        14       -10       -10
        28        36       -10       -10
        26        43       -10       -10
        30        40       -10       -10
        34        50       -10       -10
        18         7       -10       -10
        33        42       -10       -10
        24        13       -10       -10
        40         9       -10       -10
        35        13       -10       -10
        15        30       -10       -10
         6         7       -10       -10
        35         1       -10       -10
        29        15       -10       -10
        17        25       -10       -10
        50        20       -10       -10
        22        41       -10       -10
         2        47       -10       -10
        39         2       -10       -10
        26        10       -10       -10
        36        27       -10       -10
        37        46       -10       -10
        45         5       -10       -10
        49         3       -10       -10
