         i         j       pij       pji
        26        54         0         0
        47        51         0         0
         6         1         0         0
        45        50         0         0
        94        98         0         0
        83        46         0         0
         7        39         0         0
        56        36         0         0
        69        72         0         0
        64        66         0         0
         1        32         0         0
        86        34         0         0
        28         4         0         0
        65         7         0         0
        15        82         0         0
        53        23         0         0
        44        73         0         0
        46        50         0         0
        38        56         0         0
        90        80         0         0
        55         3         0         0
        67       100         0         0
        40        86         0         0
        49        33         0         0
        89        40         0         0
        50        85         0         0
        46        16         0         0
        23        84         0         0
        52        48         0         0
        74        27         0         0
         8        21         0         0
        27        64         0         0
        61        27         0         0
        15        71         0         0
        62         5         0         0
        22        93         0         0
        20         6         0         0
        55        26         0         0
        30        22         0         0
         6        64         0         0
        41        70         0         0
        29         2         0         0
        30        74         0         0
        43        90         0         0
        94        92         0         0
        24         2         0         0
        62        29         0         0
         8        77         0         0
        25        10         0         0
        12        45         0         0
        69        31         0         0
        34        18         0         0
        46        57         0         0
        63        99         0         0
        48        81         0         0
        33        94         0         0
        60        14         0         0
        91        56         0         0
        35        94         0         0
         9        13         0         0
        52        21         0         0
        58        53         0         0
        70        10         0         0
         6        75         0         0
        29        63         0         0
        68        39         0         0
        67        97         0         0
        73        82         0         0
         7        37         0         0
        23        88         0         0
        84        59         0         0
        95        94         0         0
        19        85         0         0
        13        41         0         0
         4        59         0         0
        96        48         0         0
        76        44         0         0
         9        17         0         0
        80        11         0         0
        42        78         0         0
        81        42         0         0
        55        36         0         0
        96        79         0         0
