         i         j       pij       pji
        45        27      15.1   -100000
        32         9     -23.7   -100000
        38         8      15.9   -100000
        48        49       -62   -100000
        43        16     -48.3   -100000
         4        42    -101.4   -100000
        44        38       6.2   -100000
        11        19        -2   -100000
        41        28     -31.9   -100000
        12        47     -15.7   -100000
        39        41      25.8   -100000
        49         7      68.1   -100000
        45         6      83.5   -100000
        16        25      97.5   -100000
        31         5     -91.7   -100000
        25        11      -115   -100000
        14        13     112.8   -100000
        32        15       -86   -100000
         9        46      -5.1   -100000
         7        23     -84.8   -100000
        50        33     -75.4   -100000
         6        28     -33.9   -100000
        15        24     100.8   -100000
        13        40     -35.4   -100000
         4        22     -34.1   -100000
        49        46      18.2   -100000
        41        10      43.4   -100000
        31        39     -49.9   -100000
        12         1     123.2   -100000
        11        34      31.5   -100000
        18        13      53.5   -100000
        33        37     116.2   -100000
        32        50     -29.6   -100000
        23         1      67.9   -100000
        25        41     -84.1   -100000
        39        36      25.9   -100000
        21        24     121.4   -100000
        49        20        45   -100000
        27        35      66.6   -100000
        45        49      65.5   -100000
        29        37     121.8   -100000
        25        14    -146.2   -100000
        17        18     -68.1   -100000
         2        17      42.9   -100000
        27        22      52.7   -100000
        19         8      35.1   -100000
        11        30        -7   -100000
        36        26      88.7   -100000
        21         3        97   -100000
