         i         j       pij       pji
        50        66         0         0
        69        80         0         0
         6        26         0         0
        64         9         0         0
        23        22         0         0
        24        79         0         0
        99        68         0         0
        32        26         0         0
        61        44         0         0
        27        40         0         0
        65        90         0         0
         2        85         0         0
        21        59         0         0
        10        36         0         0
        67        32         0         0
         9        96         0         0
        64        32         0         0
        26        14         0         0
        51        95         0         0
        50        35         0         0
        20        62         0         0
        78        99         0         0
        76        18         0         0
        84        64         0         0
         6        56         0         0
        33        26         0         0
        14        42         0         0
        62        81         0         0
        26        70         0         0
        54        53         0         0
        54         4         0         0
        48        55         0         0
        38        19         0         0
        69        17         0         0
        79        45         0         0
        34        62         0         0
        60        88         0         0
        10        65         0         0
        43        94         0         0
        43        56         0         0
        25        15         0         0
        52        30         0         0
        68         5         0         0
        59        75         0         0
        37        27         0         0
         2        28         0         0
        87        72         0         0
        17        74         0         0
        27         4         0         0
        93        70         0         0
        56         4         0         0
        96        92         0         0
        97        24         0         0
         8        98         0         0
         3        41         0         0
        11        70         0         0
        78        21         0         0
        11        46         0         0
        57        15         0         0
        28        52         0         0
        74        88         0         0
        97        13         0         0
        85        16         0         0
        72        82         0         0
        21       100         0         0
        63        20         0         0
        22        39         0         0
        21        95         0         0
        70        41         0         0
        57        69         0         0
        58        33         0         0
        39        31         0         0
        84        90         0         0
        99        47         0         0
        16        83         0         0
        81        49         0         0
        59        12         0         0
         5        22         0         0
        29        22         0         0
        70        66         0         0
        13        88         0         0
        76        71         0         0
        76        16         0         0
        14        77         0         0
        38        99         0         0
        55        60         0         0
         7         5         0         0
        74        91         0         0
        98        61         0         0
         8        78         0         0
        86         8         0         0
        73        99         0         0
         1        79         0         0
        24        89         0         0
