         i         j       pij       pji
        58        77         0         0
        65        40       -10       -10
        69        94     -23.1   -100000
        32         2     -94.9      89.8
        94         7     -54.3     -17.5
        12        90      16.4   -100000
        59        74       -10       -10
        44        68     -20.3     -46.8
        89        30         0         0
        10        75     -16.9   -100000
        59        15         0         0
        92        74         0         0
        98        11       -10       -10
        88        75         0         0
        12         4       -10       -10
        38        79         0         0
         5        93      68.1       -91
        24        70     -57.7   -100000
         8        23       -10       -10
        22        47         0         0
        96        16     -50.2      39.3
        76        32      10.4      -121
        86        77         0     -56.5
        10        39         0         0
        44        14         0         0
        64         2       -10       -10
        86        50      70.7   -100000
        41        35     -74.2       -49
        11        56         0         0
        56        95     -44.4      30.2
        81        13     -38.8   -100000
         3        16       -10       -10
        17        97       -10       -10
        76        61         0         0
        94        98       -10       -10
        81        34      32.8   -100000
        84        67     -35.1     -13.5
        87         1       -10       -10
        50        41         0         0
        82         5        56   -100000
         8        57       4.9   -100000
         5         8      -1.2     -42.9
        44        67         0         0
        24       100      -8.8   -100000
        35        11     -79.9   -100000
        85        89         0         0
        53        90         0         0
        30        84       -10       -10
        37        92         0         0
        12        49         0         0
        62        17     -43.1       2.1
        23        81     -50.3   -100000
        23        69      -103     -27.3
         6        10         0         0
        28        92         0         0
        72        28      51.9     -55.1
        32        88     -51.8      40.2
        10        31     -26.3      -2.3
        97        64    -123.6      83.5
         8        73     -28.2     -34.9
         6        92       -10       -10
        97        16         0         0
        80        91         0         0
        11        30        15     -18.7
        19        98         0         0
        15        14     -49.7     -11.5
        31        25         0         0
        55        74         0         0
        21        13         0         0
        36        65      69.8   -100000
        31        48       -10       -10
        75        66      11.1     -33.4
        83        78         0         0
        87        60         0         0
        51        15         0         0
        15        27       -10       -10
        80        85       -99   -100000
        57        79     -72.7   -100000
        27        22     -51.7      29.9
        96        24     -23.6   -100000
        33        37         0         0
        29        79       -10       -10
         4        68      45.7   -100000
         9        45     -13.1   -100000
        52        38       -10       -10
        34        87         0         0
        63        18     -20.3     -82.4
        54        43         0         0
         4        18     -31.6     -40.6
        36        71      53.1     -62.2
        16        20       4.4   -100000
        39         9     -46.2   -100000
        90        99         0         0
        57        71         0         0
        42        12         0         0
        25        46      46.7   -100000
        78        95      17.1   -100000
         3        26      -7.9      -3.5
        54        11       -61      30.2
