         i         j       pij       pji
        24        12      12.5     -47.1
         9         5         0         0
         6        10     -39.9   -100000
         9         4       120   -100000
        10         7       -10       -10
        20         8         0         0
        18        11     -39.1       7.8
        17        15     -32.5   -100000
        15        24     -87.2     -15.1
        13         5       -10       -10
        19        14     -17.6     -57.9
         6         8     -28.6     -77.6
        23         7       -10       -10
         8        11       -10       -10
        15         2         0         0
         5        25      12.2     -64.1
         9        12         0         0
        14        16     -68.9     -20.2
         3        11       -10       -10
        12        22       9.7   -100000
         7         4      62.5   -100000
        21        14     120.8   -100000
         9        16      35.2     -75.9
         1        12     -98.3      32.7
