         i         j       pij       pji
        12        19     481.2   -100000
        18         4      14.2   -100000
         8        13     382.5   -100000
        15        13     533.2   -100000
        19        11    -149.1   -100000
         1        25    -292.2   -100000
        24         5      92.1   -100000
         3         8    -409.3   -100000
        13         4    -108.1   -100000
        22         9      91.4   -100000
        16        22     327.9   -100000
        11        16    -398.8   -100000
         3        23      33.7   -100000
        16        14     -50.9   -100000
        17         7    -699.9   -100000
        15         7     489.8   -100000
        18         6     398.2   -100000
         8        10      -3.6   -100000
        12        24     433.2   -100000
        21        23        63   -100000
        25        12    -418.3   -100000
         3        12    -340.9   -100000
        20        25        12   -100000
         5         2    -286.9   -100000
