         i         j       pij       pji
        24        21   -2548.7    -210.7
        11        16     -2730       789
         5         8    2063.3   -2859.1
         4        19    1509.1   -1572.6
        50         1     278.5   -1389.5
        10        21     -1607     464.9
        39        26     817.2   -1787.1
        49        50   -1742.5    1054.6
        23        42   -1339.9     851.6
        10        12   -1961.7      1479
        19        42   -1972.3    1888.2
        10        14   -3063.3     -47.4
        15        44    -275.7     226.1
        16        48    1225.2   -1635.6
        23         6    -800.4       428
         8        39   -2076.1    1747.1
        32        37   -2076.6   -2330.1
        48        30    1258.6   -2012.7
        21        49      -454   -3165.7
        42        28    -402.8     148.9
         4        13    1002.4   -1299.1
        18        34   -1707.6    -891.2
         9        39   -1661.7    1507.4
        20        32    1690.7   -2410.6
        24        40   -3145.4   -2061.7
         9        37   -1293.5    -478.7
        20        48     106.1      -991
        25        46     -1889      -381
        21        36     -27.6   -2766.4
        24        35    -361.5     225.8
        18        26      81.9    -987.5
        17        47     520.5   -1881.3
        33         8     418.4   -2396.3
         7        26    -582.2     450.5
        21        41       609   -3166.1
        30        17   -2873.6    1899.9
         2        46    1315.4   -2062.9
        32        14    -472.9    -533.4
        41         4   -1951.1     278.1
        25        11     252.1    -332.6
        15         9     342.9    -358.4
        43        48     523.1   -1604.2
        45         6   -1312.4    -585.4
        22        46    -869.3   -2682.4
        29         7    -913.6     479.5
        45         3   -2406.1    -376.9
        27        37   -1045.4   -1742.3
        31        47   -2491.1   -2837.3
        50        38    -862.9     425.5
