         i         j       pij       pji
         6        10         0         0
        10         2         0         0
        14         6         0         0
        22        20         0         0
        21         9         0         0
        16        12         0         0
        18        20         0         0
        20         6         0         0
        15        16         0         0
         7         9         0         0
        17        19         0         0
        15         5         0         0
        21        18         0         0
        24        17         0         0
         3         2         0         0
         8         6         0         0
         7         1         0         0
        17        25         0         0
        11        15         0         0
        25         4         0         0
        12        23         0         0
        13         4         0         0
