         i         j       pij       pji
         9        29     -35.4   -100000
        13         5       -81   -100000
        21        15      30.2   -100000
        27        37      52.4   -100000
        45        44      48.1   -100000
         2        20     123.6   -100000
        14        26      64.6   -100000
        39        36      29.3   -100000
         8        38        29   -100000
        46        43      -0.9   -100000
        20         3     -22.3   -100000
        48        16    -124.5   -100000
        37        38       -52   -100000
        32        16     -31.2   -100000
        36        11      23.5   -100000
        16        14       8.8   -100000
        35        28     -65.3   -100000
         7        18     -41.5   -100000
        33        25       129   -100000
        33        22      49.3   -100000
        26        41     -76.5   -100000
        47        41      59.5   -100000
        23        29      30.8   -100000
        15        12      -5.7   -100000
        43        48     -21.7   -100000
        49        17      87.7   -100000
         8        36      -3.3   -100000
        40        11      -1.5   -100000
        22        32      -8.8   -100000
        49        25      94.8   -100000
        45        15      59.7   -100000
        17        45    -138.4   -100000
        33         7      23.1   -100000
        26         6     -69.3   -100000
        42        22      56.7   -100000
         1        21    -131.2   -100000
        19         4      77.8   -100000
         3        40     -72.9   -100000
        11        34      26.9   -100000
        25         3     -30.2   -100000
        37        35     -30.4   -100000
        37        13     -41.6   -100000
         9         3        69   -100000
        31        11      18.3   -100000
        10        34      40.8   -100000
        11        30       0.9   -100000
        24        43     -56.6   -100000
         4        36       -78   -100000
        40        50      24.3   -100000
