         i         j       pij       pji
        11        16       -10       -10
         3        20       -10       -10
        19         6       -10       -10
        21        16       -10       -10
         2         7       -10       -10
         5         2       -10       -10
        21         8       -10       -10
         4        10       -10       -10
         7        19       -10       -10
        24         1       -10       -10
        17        10       -10       -10
        12        14       -10       -10
        23        15       -10       -10
        16        18       -10       -10
        23         9       -10       -10
        23        18       -10       -10
         5        12       -10       -10
         6        23       -10       -10
        20        13       -10       -10
        24        17       -10       -10
        19        22       -10       -10
        25         4       -10       -10
        17        20       -10       -10
