         i         j       pij       pji
        19        11         0         0
        13        20         0         0
         9         2       -10       -10
         5        13      81.5   -100000
        25         2     -78.2      50.3
         1        19         0         0
        10        23         0         0
        16        25      49.6   -100000
        12        18         0         0
         3        11       -10       -10
        12        20       -10       -10
         5         1       -10       -10
        15        11      19.5   -100000
        23        21     -38.9    -120.4
        17         9       -10       -10
         4        25       -10       -10
         4        21      -2.6   -100000
         4         7       -10       -10
        14        20         0         0
        16         6       -10       -10
        10         3     -19.5   -100000
        24         9       -10       -10
        22        17    -111.6     -88.8
         8        15     -18.2   -100000
