         i         j       pij       pji
        20        13         0         0
        19        25         0         0
        25         8         0         0
         6         4         0         0
         3        24         0         0
        13        24         0         0
         2         1         0         0
        21         1         0         0
        23         6         0         0
        14        12         0         0
        13        17         0         0
         5        17         0         0
        11        15         0         0
        18         8         0         0
        12         9         0         0
        21        22         0         0
         7        19         0         0
        11        16         0         0
