         i         j       pij       pji
         9        21    -237.7   -100000
         4         6     -46.7   -100000
         3        25    -235.7   -100000
        25        15       186   -100000
         4        15    -362.8   -100000
        14        23     189.2   -100000
        18        24     -71.2   -100000
        22        25    -704.6   -100000
        23        13    -680.9   -100000
         3        24    -285.3   -100000
        14        11     -79.9   -100000
         9        12    -485.2   -100000
        21        15    -354.2   -100000
         8        14     302.3   -100000
         8         9     323.4   -100000
         8        19      76.9   -100000
        12        16     345.9   -100000
        18         5     881.1   -100000
        25         2       -55   -100000
        23         1     315.9   -100000
        10         6     280.9   -100000
        24         7     529.3   -100000
        17         6     566.9   -100000
        25        20    -136.9   -100000
