         i         j       pij       pji
        15        12      -5.4     -24.2
         4         1     -38.3     -40.2
        10        24     -22.2       7.7
        25         9     -78.7       7.8
         9        22      16.6     -24.9
        15        11        -3       1.8
        18        12     -50.4      43.2
         9        12       -54      51.2
        13        12    -119.5     111.9
        11        21        13     -33.8
        24        16     -83.9      56.9
        12         2     -34.3     -45.6
         1         7     -89.5      72.7
        17        10      -2.8     -10.6
        20        25      48.6     -57.8
        16        13      68.4    -114.9
        11         6      13.4     -54.4
        23        16     -34.9       4.1
         1        15    -150.6     127.1
        18        14     -70.9      -6.5
         4         3     -84.5      10.3
        18        19      -1.9      -1.5
         3         5     -12.7       6.7
        22         8     -45.4      15.4
