         i         j       pij       pji
       100        82    -242.9     159.7
        35        40     -13.7     -16.8
        46        73      62.2     -88.9
        56        30      40.5     -66.9
        82        73     -25.3    -124.1
        51         5      29.1    -298.7
        31        94    -579.9     148.2
        73        63    -365.3     297.2
        81        34     717.5    -745.3
        95         2    -496.1    -704.9
        67        43      26.8       -54
        38         9        39     -68.4
        34        73    -270.4     255.2
        29        98    -318.2     120.8
        43        72     -53.2    -386.2
        86        76        60     -61.5
        62        39       352    -353.5
        93        68     229.8    -238.8
        10        24    -285.2     228.3
        84        92    -133.4      74.1
        16        93     -19.4      11.6
        42        61     440.3    -532.2
        84        32    -456.4     383.7
        59        32    -196.3     146.5
        71        14     264.4    -293.2
        33        76      94.2    -119.1
        99        80     -44.9       -31
        24        62     153.2    -179.8
        54        51     489.4    -490.2
        63        38     343.9    -345.6
        69        79    -282.4     210.4
        10         1     185.6    -765.7
        66        73      -341     334.7
       100        18    -483.9     441.3
        50        84    -318.6      47.5
        45        82    -146.5     143.4
        84        46     -39.9      -0.4
        83        25    -167.9      44.6
        55        63      29.9     -42.6
        63        79     494.8    -518.2
        52        46    -449.3     426.8
        15        22     387.3      -397
        57        84     425.7    -477.1
        17        51     628.8    -629.7
        96        47     614.6    -699.9
        71        93     140.5    -185.9
        55        12     589.5    -951.8
        91        93    -547.3     356.8
        38        30     -61.8      29.5
        51        48    -159.9    -242.1
        31         8    -605.1     311.4
        10        63    -207.3       183
         9        47     504.1    -525.6
        91        69     -18.6     -70.6
        80        53    -507.9     486.4
        15        35    -138.9     134.3
         6        45      -145      37.6
        43        75        27      -672
        31        87    -671.3     645.3
        70        29     -66.5       3.2
        77        15    -204.1     179.9
        89        79    -133.5     115.8
        65        53     221.5    -249.6
        51        79     -79.1      73.3
        75        79     472.1    -518.9
        53        51     426.5    -437.1
        90        47    1045.1   -1088.4
        27        37     346.4    -671.4
         3        72   -1013.3    -408.5
         2        55     -20.7      18.6
        22         9    -252.9     229.8
        13        89     715.8    -736.4
        42        52     797.3    -853.1
        23        42    -706.7     682.4
        85        54    -856.7       268
        27         6     310.9    -316.8
        46        94    -181.9       -87
        49        99    -238.6       215
        40        76     -75.2      48.8
        13        36     581.9    -644.8
        29        90    -377.5     301.7
        25        91     757.3    -801.6
        28        60       -20        17
         4       100      -122      51.1
        44        17    -271.4     259.5
        70        60       131    -182.4
        19        47     735.4    -779.7
        64        34      86.6    -106.9
         3        78    -924.2     460.4
         7        56    -257.8    -194.9
        41        59      -7.9     -92.8
        97        20    -593.6     588.8
        88        13    -657.9     590.8
        58        81    -476.4     423.4
        20        68     706.7    -735.2
        21        97    -434.9      46.6
        26         8     201.2    -283.6
        11        76    -260.5     234.7
        74        14     230.7    -240.1
