         i         j       pij       pji
        28        51         0         0
        52        44         0         0
        61        85         0         0
        23        82         0         0
         7        61         0         0
        88         2         0         0
         5        39         0         0
        78        51         0         0
        73        99         0         0
        75        79         0         0
        75        16         0         0
        46        87         0         0
        72        63         0         0
         7        30         0         0
        66        35         0         0
        88        39         0         0
        17        25         0         0
        72        62         0         0
         4        34         0         0
        48        56         0         0
        81        87         0         0
        61         9         0         0
        64        88         0         0
        56        24         0         0
        92        69         0         0
        35        60         0         0
        31        85         0         0
        14        52         0         0
        90        67         0         0
        71        18         0         0
        56        89         0         0
         2        27         0         0
        44        47         0         0
        33        76         0         0
        47        59         0         0
        99        79         0         0
        56        54         0         0
        36        11         0         0
         8        90         0         0
        53        18         0         0
        86        22         0         0
        94        18         0         0
        36        47         0         0
        79        67         0         0
        16        86         0         0
        29        75         0         0
        21        99         0         0
        32         4         0         0
        41        18         0         0
        91        77         0         0
        41        38         0         0
        48        35         0         0
        12        64         0         0
        70        80         0         0
        40        31         0         0
        98        45         0         0
         6        41         0         0
        71        99         0         0
        43        60         0         0
        26        96         0         0
        79        19         0         0
        20         3         0         0
        62        83         0         0
        15        12         0         0
        82        11         0         0
         2        98         0         0
        81        50         0         0
        55        32         0         0
        35         1         0         0
        10        55         0         0
        25        43         0         0
        97        20         0         0
        60        68         0         0
        28         7         0         0
        54        58         0         0
        70       100         0         0
        10        96         0         0
        57        50         0         0
        49        57         0         0
        60        13         0         0
        84        81         0         0
        96        74         0         0
        93        80         0         0
        37        97         0         0
        72        42         0         0
        65        95         0         0
        69        95         0         0
