         i         j       pij       pji
        15         8       -90       -90
        23         2       -90       -90
         2         6       -90       -90
        14        11       -90       -90
        25        19       -90       -90
         7        11       -90       -90
        10        19       -90       -90
         6        14       -90       -90
         3        12       -90       -90
        16        12       -90       -90
         7        15       -90       -90
        15        10       -90       -90
        22         4       -90       -90
        12         5       -90       -90
        25         1       -90       -90
        11        21       -90       -90
        13        18       -90       -90
         3        19       -90       -90
         1        17       -90       -90
         9        21       -90       -90
        17        24       -90       -90
        23        22       -90       -90
        18        25       -90       -90
        20        24       -90       -90
