         i         j       pij       pji
         8        18    -125.2     -24.3
        23         3    -619.8     586.5
        20         9     298.8    -454.9
         8         1     603.2    -771.4
        19        24      23.1       -84
         2        18    -484.3     469.1
        25        12     270.9    -530.9
        20        16     384.8    -561.7
         5         2     661.1      -710
        10         8     -96.5      -5.9
         9        11    -181.4     -86.3
        12        15    -381.3     196.2
        18        24    -104.2     -32.3
        19         6       293    -637.8
         7        14     241.8      -556
         6        13    -762.7     264.3
        17        23     530.1    -727.2
         7         6       476    -520.6
        14         3    -593.2       373
        17        25     -10.8    -128.2
         4        15      -487     403.9
        11        10    -144.9     128.9
        22         8    -713.9     475.4
        21        10    -750.4     389.5
