         i         j       pij       pji
        30        11       -10       -10
        46        48       -10       -10
        25        32       -10       -10
        10        32       -10       -10
         8        32       -10       -10
        14        47       -10       -10
        46        40       -10       -10
        13         1       -10       -10
         6        32       -10       -10
        27        48       -10       -10
        47        49       -10       -10
        11        28       -10       -10
         9         6       -10       -10
        26        34       -10       -10
        37        31       -10       -10
        15        21       -10       -10
        19        22       -10       -10
        20        15       -10       -10
        11        33       -10       -10
        15        18       -10       -10
        16        43       -10       -10
        15        12       -10       -10
        45        20       -10       -10
        23        42       -10       -10
        18        33       -10       -10
        21        27       -10       -10
        12        29       -10       -10
        27        25       -10       -10
        26        43       -10       -10
        47         5       -10       -10
        28        42       -10       -10
        32        38       -10       -10
        26        48       -10       -10
         7        43       -10       -10
         4        37       -10       -10
        11        50       -10       -10
        40         1       -10       -10
        27         4       -10       -10
        28         5       -10       -10
        33         2       -10       -10
        23        22       -10       -10
         8        35       -10       -10
        44         3       -10       -10
        39        41       -10       -10
         9        36       -10       -10
        44        18       -10       -10
        36        41       -10       -10
        17        34       -10       -10
        24        25       -10       -10
