         i         j       pij       pji
        50        17      32.8       -48
        12        18        46     -52.7
        13        48       3.5     -22.7
        20        33    -105.6      76.6
        15        47       8.1     -11.7
        34        13      24.2     -25.3
        20         8     -21.3       4.7
        12         2     -18.9       9.4
         2        30      25.6     -30.6
         2        44      18.7       -35
        13        10     -48.2      28.2
        46        26      11.2     -23.4
         7        20      26.8     -33.1
         4        49     -44.2      12.1
        46        40     -41.2        35
        43        38     -49.6      36.9
        19         2       -48      39.8
        47        27     -43.9      42.7
        36        10      56.3     -87.2
        37        36     -83.3      55.6
         6        23       -20      13.8
        21        12     -22.3      -6.8
        28        48     110.8    -114.7
        44         7      27.9       -39
        29        49      35.6     -37.8
         9        42     -89.3      88.7
        24        26     -19.2      -8.5
        20         1      32.3     -37.5
        11        15     -14.4      -1.1
        32        11    -101.2      76.4
        10        29     -59.8      52.3
        34        17      20.1     -21.1
        45        21      18.6     -52.6
        31         8        45     -45.5
        27        30      42.5     -42.6
        23        38      14.9     -19.5
        42        20      90.8     -98.6
        48        40     -66.8      61.8
         2        38      47.1     -49.1
        29        47       0.1      -9.2
        25        39    -145.4     124.5
         8         5     -57.3      46.8
        16        26      80.1     -84.6
        26        35       -19       0.9
         3         4      18.6     -41.5
        35        39    -103.8      81.9
        14        35      78.4     -93.2
        31        41      24.4     -44.4
        14        22      35.9     -47.3
