         i         j       pij       pji
        96        28     -71.2   -100000
        80        72      -637   -100000
        40        23    -187.3   -100000
        20        33     546.2   -100000
        94        50      -834   -100000
         8        45    -711.7   -100000
        42        81     189.7   -100000
        83        57     971.7   -100000
        64        89     956.9   -100000
        56        20   -1441.5   -100000
        14        68   -1383.6   -100000
        43        47    -184.3   -100000
        99        38     672.1   -100000
        87        58   -1745.6   -100000
        51         3    1031.3   -100000
        57        10    1179.9   -100000
        12         4   -1300.1   -100000
        39        86     595.5   -100000
        50         2   -1523.9   -100000
        52         9    1646.9   -100000
        37        22   -1187.4   -100000
         1        16    -340.9   -100000
        88        15     533.7   -100000
         2        53      23.6   -100000
        96        55     703.3   -100000
        91        63   -3170.8   -100000
        30        74    -103.9   -100000
        49        65       3.9   -100000
        76        14     -49.8   -100000
        92        65       171   -100000
        79        53   -1418.7   -100000
        33        53     701.1   -100000
        85        93   -2428.5   -100000
        74        94     882.3   -100000
        21        41    1038.5   -100000
        70        31    -776.3   -100000
        80        60      -862   -100000
        94        60     -1266   -100000
        45        35   -1341.2   -100000
        97        78    2205.2   -100000
         9        56   -1275.5   -100000
        42        40      -775   -100000
        43        24   -2556.7   -100000
        10        98   -1946.5   -100000
        81        70    -402.9   -100000
         6        39       518   -100000
        93        70    2309.7   -100000
        54        63     -1141   -100000
        78         7     -2481   -100000
        68        55     184.2   -100000
        71        63     -2215   -100000
        78         5    -843.9   -100000
        89        99    -971.5   -100000
        93        61       399   -100000
        94        82      -6.3   -100000
        84         4    -485.8   -100000
         5        86    -865.6   -100000
        68        26     904.5   -100000
        26        53    -593.3   -100000
        33        58     765.9   -100000
        95        18   -1440.9   -100000
        51        69   -1469.1   -100000
        77        62   -2818.1   -100000
        69        54     363.7   -100000
         2         4     333.3   -100000
         6        47    2033.4   -100000
        91        42      45.3   -100000
        16        19        43   -100000
        21        12    -844.3   -100000
        28        95     791.9   -100000
        30        15    1788.3   -100000
        31        11     859.4   -100000
        92        82     604.9   -100000
        98        99    -716.1   -100000
         1        50   -1500.3   -100000
        47        54   -1299.4   -100000
        41        29   -2343.5   -100000
        59        30   -2097.5   -100000
        22        14    2128.6   -100000
       100        41    2141.8   -100000
        21        71    1497.1   -100000
        45        67   -2044.8   -100000
        42        17    -293.2   -100000
        42        67     -2527   -100000
        68        13    1518.4   -100000
        36        10    1655.4   -100000
        61        62      -279   -100000
        99        86    1390.6   -100000
        90        86   -1345.4   -100000
        66        23    1206.5   -100000
        96        75    1067.6   -100000
        11        25     -58.3   -100000
        19        44      43.9   -100000
        48        18   -1350.8   -100000
        34        55    -788.5   -100000
        47        32   -1862.9   -100000
        27        69       405   -100000
        45        73     398.2   -100000
        46        54    -923.6   -100000
