         i         j       pij       pji
         9        31    -364.2      37.2
        10        49     -1878    1696.3
        31        17    -243.3     123.8
        37         6   -1691.5    -144.6
        42        13      -358       287
        17        46    -439.9     183.8
        23         9     802.8      -823
        33         1     207.1   -2054.9
        34        40   -1372.1      1301
        41        13      -501     227.8
        29        43    2086.4   -2238.5
        48        21     -1727   -2274.7
        33        14      1356     -1413
         9         4   -1262.6      1252
        14        25     446.2    -532.5
        26        19    -833.8     641.2
        11        39   -1509.8      1450
         1        27   -2563.9    1972.6
        19        10     853.5    -970.7
        30        17    2064.4   -2111.7
        30        29      50.2    -106.4
        34        41    -369.8     311.2
        16         6     -1353    1337.6
        26        34     459.2    -597.7
        22         5    1053.8   -2445.5
        32        12    -382.9   -1944.5
        23         1     736.6    -739.2
        20        29       434    -447.6
        41        44    -918.5     752.7
        43        41      93.8      -227
        33        48      1102   -2535.1
        36        46     688.6    -694.8
        24        13    2186.8   -2316.2
        15        48    -149.8    -536.2
        49        32    -432.3       265
         6        17      1827   -1843.7
         7        15    -576.6   -1169.5
        39        47    1323.6   -1338.4
        42         5    -523.5     451.9
         3        50     -1717      1561
        45         6   -1660.9      1474
        28        31       952    -975.5
        11        46    -695.8     623.5
        38        17      1303   -1304.8
        22        35     799.7    -838.4
        50         4     229.6   -1350.4
        28         2    1023.3   -1573.3
         8        20   -3009.6      2881
        18        49    -910.2     728.6
