         i         j       pij       pji
        22         4     -13.7      -117
        10        17        76     -77.4
        22        12       -82      -176
         2         5      14.4     -31.4
        13        17       -67      17.5
        15        25     102.8    -112.7
         4        11    -102.2      90.3
         5         6     100.9    -131.8
         5        20       8.2     -46.5
         2         3     -29.1    -113.7
        20        21    -132.8      58.1
        18         6      39.3     -52.6
         5         1      15.8    -102.6
         5        22      62.2    -102.2
        14         2    -148.2      45.4
        24         9      34.7     -45.9
        17        18     -17.4     -34.3
        19        25     116.9    -134.1
        15        12     -27.7     -29.1
         8        19     -52.3      22.3
         3         9     -22.4      14.4
        23         4      91.1     -95.9
         7        18     -27.2    -114.8
         3        16       -32       -15
