         i         j       pij       pji
        21        15       -10       -10
        17         8         0         0
        18         1     559.3    -607.1
        10        24     411.9   -100000
         6         8       -10       -10
         3         5    -230.3   -100000
         4        11       -10       -10
        25        17       -10       -10
        21         2    -135.5      89.4
        12         8     218.4   -100000
        25         2    -407.7     275.4
         4         8       -10       -10
         8        13     142.7   -100000
        18        17     150.9    -176.5
        19        12       -10       -10
        12        14     529.8   -100000
         9        12    -161.5   -100000
        22        19    -265.9   -100000
         7        23    -340.7   -100000
        23        12       -10       -10
        16         3         0         0
        16        25     -45.2   -100000
         6        20         0         0
         5        10    -122.9     -75.9
