         i         j       pij       pji
        20         5       -10       -10
        15        14       -10       -10
         2         3       -10       -10
        16        19       -10       -10
         3        16       -10       -10
         3        21       -10       -10
        17         1       -10       -10
        20         3       -10       -10
        18        19       -10       -10
         9         7       -10       -10
         9         3       -10       -10
        22        20       -10       -10
         1        13       -10       -10
        15        12       -10       -10
         5        13       -10       -10
        16         6       -10       -10
        24        25       -10       -10
        12        11       -10       -10
        23        15       -10       -10
        10         3       -10       -10
        12         6       -10       -10
        24        17       -10       -10
         8        22       -10       -10
        13         4       -10       -10
