         i         j       pij       pji
         3        14      -532     450.2
         5        32       231      -521
        14        29     -32.7    -221.8
        10        36     -48.7        48
        19        49     -87.5    -523.2
         1         3     -62.7    -231.8
        21        35      -3.7    -145.3
        42        39        63    -307.2
         2        34      -171     -60.4
        17         9    -328.1     -29.8
        39        38    -204.6    -186.2
        25        10    -351.9     139.2
         8        20      63.9    -333.7
        24        28    -593.2     460.9
        12        17     177.5    -659.9
         7         5    -439.4    -188.2
        16         5     251.6    -404.2
        36        37     168.5    -430.7
        34        40    -289.8     269.2
        34         6      29.8    -194.5
        16        38    -206.9     -45.7
        34        23    -536.3     342.2
        30         2     384.2    -438.6
        12        47    -376.9    -455.2
         1        22    -459.5     125.1
        10        20     -71.7    -356.5
        11        26      27.2    -296.3
        34         4      80.1    -375.4
        41        39    -333.2    -370.4
        14        26     444.4    -650.4
        27        37     230.6    -609.1
        33         2      86.8    -120.4
        25        23    -707.1     505.7
        45        47    -191.7    -172.9
        25        19    -492.3     246.6
        22        30    -492.5     145.3
        19        35     357.1    -522.8
        12        16     -68.1    -296.2
         2         5     -90.7    -134.7
         8        48     486.7    -564.1
        18        25     123.7    -436.5
        13        44    -227.7      85.1
        14        13     208.6    -213.3
        46        50      -158      93.5
        31        13     160.7    -197.5
        50        13      -210      21.2
        28         2     216.8    -249.6
        43        34    -197.4    -125.6
        15        11    -162.2     -40.5
