         i         j       pij       pji
        11        19         0         0
        40         7         0         0
        21        49         0         0
        44        27         0         0
        29        37         0         0
         2        12         0         0
         3        17         0         0
        45        36         0         0
        25        41         0         0
        20        43         0         0
         6        45         0         0
        24        42         0         0
         5        24         0         0
        34        12         0         0
        15        46         0         0
        20        25         0         0
        16        37         0         0
        31        27         0         0
         9        28         0         0
        43        42         0         0
        10        44         0         0
        46        16         0         0
        14        30         0         0
        50        22         0         0
        41        18         0         0
         4         2         0         0
        23        12         0         0
         7        35         0         0
        22        12         0         0
        37        38         0         0
         1        21         0         0
        21        47         0         0
        20        17         0         0
        28         6         0         0
        20        33         0         0
        30        39         0         0
         8        32         0         0
        25        13         0         0
        26        28         0         0
        48        26         0         0
