         i         j       pij       pji
         6         9       4.7   -100000
        16        19         0         0
         8        23     -26.3      24.1
        16        10      12.3   -100000
        20        22     -44.3   -100000
        19        13      67.3     -79.3
        14        16       -10       -10
        16         8       -10       -10
        21        18         0         0
        21        10       -10       -10
        18         9       -10       -10
        23         7         0         0
         1        25       -10       -10
        14        15     -35.5         5
         6        12     -56.9      42.5
        25        18     -52.8   -100000
        18        20         0         0
        20         3     -38.5      29.5
         2        15      36.6   -100000
         1        11     -92.1      88.9
         4        24         0         0
        24         7     -83.3   -100000
        17        23    -100.3        86
         5         9         0         0
