         i         j       pij       pji
        42        40      55.7   -100000
        21        35     -40.4   -100000
        24        41     -16.6   -100000
         9        24       -11   -100000
         8        50     -22.4   -100000
        39         6      46.4   -100000
        37         4     125.2   -100000
        13        11       -67   -100000
        15        31     119.3   -100000
         4        41     -61.6   -100000
        22        32     -15.5   -100000
        36         4     102.2   -100000
        42        27      40.5   -100000
        39        37       2.3   -100000
         5        44     -92.3   -100000
        50        33     -17.2   -100000
        34        21      20.3   -100000
        10        34     -34.3   -100000
        20        50       -97   -100000
        39         5     111.2   -100000
        45        26     111.6   -100000
        40        11      -1.3   -100000
        22         3        78   -100000
        46        41       9.4   -100000
        45        47      79.8   -100000
        26        50     -78.3   -100000
        49         9      -4.3   -100000
        32        30      -6.2   -100000
        33        34      61.7   -100000
        38        30     -11.8   -100000
        15         8      55.2   -100000
        26        41     -43.8   -100000
        30         2      -3.3   -100000
        22        50       3.7   -100000
        18        42     -91.3   -100000
        14        19     -93.5   -100000
        44        17      74.9   -100000
        43        22     -35.6   -100000
        13        46     -71.8   -100000
        49        29       6.8   -100000
        24        28       3.8   -100000
        50        19      -3.2   -100000
        25         5        30   -100000
        10        23     -44.5   -100000
         5        48     -73.2   -100000
        33        12      82.6   -100000
         7        50      45.6   -100000
         1        11     -91.2   -100000
         7        16     136.2   -100000
