         i         j       pij       pji
        20        14     -62.1   -100000
        19         7      54.2   -100000
        17        21         4   -100000
        18         1     115.3   -100000
         5        22     -76.4   -100000
        25         5     -88.6   -100000
         9        21      78.1   -100000
        23         4      88.7   -100000
        21        15    -106.4   -100000
         8         5      33.4   -100000
        21        25       5.1   -100000
        11        18      -6.2   -100000
         8        11     -39.5   -100000
        13         3    -111.3   -100000
        10         9     -20.4   -100000
         2         8     -73.5   -100000
        14        18     -36.6   -100000
        14         6      -0.6   -100000
         3        17     -22.3   -100000
         8         7      29.6   -100000
        23         9      23.5   -100000
         7        24    -152.8   -100000
        16         8     -14.4   -100000
        24        12      27.5   -100000
