         i         j       pij       pji
        61        48      54.6    -200.1
        48       100       -90       -90
        59        30       -90       -90
        65        50     543.6   -100000
        30        16    -170.8   -100000
        57        87    -124.5     100.5
        31        79     284.2    -309.9
        75        27    -877.8   -100000
        24         6     221.4      -315
        35        46         0         0
        71        17         0         0
        56        16         0         0
        42        41       -90       -90
        34        72    -265.7   -100000
         3        12     295.2    -562.3
        82        57    -234.5      62.1
        26        55    -219.1   -100000
       100         8    -573.4     442.4
        16        42    -164.8   -100000
        51        79    -290.7   -100000
         2        12         0         0
        13        86         0         0
        35        16         0         0
        41        27     220.8   -100000
        86        33         0         0
        70        53         0         0
        72        84      58.9   -100000
        47        52         0         0
        36        22       -90       -90
        14         8    -106.9     100.2
        13        67         0         0
        34        19    -624.1     522.9
        27        10       -90       -90
        70        37         0         0
         5        67       -90       -90
        76        40         0         0
        29        19       -90       -90
        29       100     468.1   -100000
        85        38      41.6   -100000
        36        12         0         0
        92        82         0         0
        98        54       -90       -90
        27        53       -90       -90
        69        89    -395.5   -100000
        89        56    -477.1   -100000
        32        44         0         0
        94        72       -90       -90
        48        99         0         0
        14        25      -337     195.3
        89        49     195.4    -347.4
        78        30     200.3   -100000
        80        99         0         0
        38        76    -235.8   -100000
        51        99         0         0
         3        90       -90       -90
        51        36       -90       -90
        98        57         0         0
        92        40       -90       -90
        63        80     511.7    -571.4
        50        16    -366.1       354
        95        40         0         0
        35         3       -90       -90
        66        50     -91.1   -100000
        76        10         0         0
        97         8       -90       -90
        71        12       541    -561.4
        90         9     383.7   -100000
        97        32    -181.3     174.8
        11        32       -90       -90
        33        20         0         0
        76        24    -119.4   -100000
        35         7       -90       -90
        37        96     -69.8   -100000
        13        19       -90       -90
        91        81    -437.9   -100000
        18        54         0         0
        37        23     358.4    -526.3
        15        81         0         0
        99        21       -90       -90
        52        36    -196.2     192.9
        67        58     195.2   -100000
        39         8       -90       -90
        88         5      -704     670.9
         1        41    -766.8     704.9
        81        62         0         0
        48        64         0         0
         4        86    -540.4   -100000
        43        41    -117.1   -100000
         2        93    -276.3   -100000
        65        74     197.4   -100000
        20        55       -90       -90
         6        68       -90       -90
        15        39     143.4   -100000
        25        73     179.4    -385.5
        92        83         0         0
        77        36       -90       -90
        60        50       -90       -90
        73        45    -171.5    -218.2
        40        28     176.1   -100000
