         i         j       pij       pji
        39        18      17.1     -52.9
         1         7      -105        95
        21         5     -59.5     -36.6
        47        44        20     -30.3
         9        26      -3.5     -71.6
        13        41     -44.1      34.5
         1        39    -124.1        77
        46        36    -106.5      26.7
         3         7     -22.4      15.6
        15         8     -25.6     -36.4
        14        46      44.6     -78.4
        41        37     -12.3     -85.4
        14        34      14.6      -117
        26        34     -15.3     -18.7
        24        20      -4.4     -10.8
         5         4     124.7    -141.3
        10        50     -50.6     -23.3
         9        31       1.4     -14.3
        28        29     -61.3      13.9
        18        41      11.2     -47.5
        26        47     -22.4      21.5
        32        50     -74.6     -23.2
        19         1      69.8     -84.1
         5        28      37.1     -62.1
        27        50      52.7     -53.1
        30         3       -16     -21.4
        33        42     -36.3      31.1
        35        47       -87      48.5
        17        28     -89.8      38.8
        34        15     -72.8      18.1
        40         5     -85.3      59.2
        23        14     -29.6      -0.3
        18        11         9     -18.3
         5        44      44.9     -53.8
        42        36     -26.2     -64.3
        33        20        38     -69.7
        20         2     -87.8      67.8
         9        37       7.1     -90.4
        12        49       3.6       -81
        44        32        56     -65.2
         6        34     -27.3     -26.3
        31        12     -45.7      10.3
        11        25      33.8       -69
        22        41     -37.4      -8.2
        43        28     -59.1      19.3
        48        32      30.2     -42.3
        38        27      45.1     -47.2
        45        18      -2.5     -26.7
        16         6     -25.1      -6.1
