         i         j       pij       pji
        53        67       -10       -10
        50        96         0         0
        17         5       -10       -10
        55        94         0         0
         1        61    -733.3    -120.8
        65        75    -147.7    -524.3
        50         1    -336.3       332
         3        12    -918.6    -887.7
        81        45    -349.2      53.2
        81        84       -10       -10
        82        88       -10       -10
        94         8         0         0
        58        82      -497     450.4
        58        91       -10       -10
        19        90         0         0
        82         4     192.3    -570.4
         8        61    -230.7     192.9
        12        69       -10       -10
        92        79     475.5   -100000
        69        30      24.8    -154.6
        41         9       -10       -10
         4        54      86.9   -100000
        66        53    -331.2     110.6
        79        39    -498.5     308.5
        38        75      92.1   -100000
        26        37         0         0
        36        64     330.7   -100000
        72        36    -683.5      32.5
        47        95       -10       -10
        83        53       -10       -10
        59        19         0         0
        97        46       -10       -10
        23        12       -10       -10
        74        10         0         0
        51        56     103.3    -111.2
        50        49       -10       -10
        21         2     382.3    -468.5
        52        15     103.8    -302.2
        66        98         0         0
        75         9         0         0
        30        14    -335.9      88.4
         8        68      20.1   -100000
        88        73     -38.5   -100000
        20        41         0         0
        36        34         0         0
        93         8    -305.1     277.9
        50        74         0         0
        85        62       -11   -100000
        35        72       -10       -10
        64        48         0         0
        84        90         0         0
        77        24         0         0
        28        12         0         0
        22        66       -10       -10
        23        40         0         0
         7        53     -50.8   -100000
        18        67         0         0
        55        54     169.1   -100000
        99        53     -59.4   -100000
        69        44     133.8   -100000
        28        38         0         0
        77        59    -510.8     394.7
        65         7       -10       -10
        17        80     -45.5    -124.7
        24        43       -10       -10
        92        86     363.2   -100000
        65        19     221.3    -268.7
        17        58       -10       -10
        98        97      44.5   -100000
        15        67       -10       -10
         3        42    -541.6   -100000
         7        21       -10       -10
        25        64    -560.8   -100000
        33        62       -10       -10
        28        51       136    -167.6
        66        68       -10       -10
        81        86        60    -119.6
        55        60       153   -100000
        66        31         0         0
        34        96     604.4   -100000
        71        33       -10       -10
        76        45       -10       -10
        26        65         0         0
        79         6         0         0
        46        32       -10       -10
        60        70    -111.7   -100000
        35        11    -524.6     478.2
        48        87     135.9   -100000
        32        13       -10       -10
        85        38         0         0
        57        56       -10       -10
        29         3         0         0
       100        72         0         0
        94        78       -10       -10
        61        16         0         0
        62        95       -10       -10
        89        80       -10       -10
        29        63    -323.7      96.3
        79        27    -325.1   -100000
