         i         j       pij       pji
        14        59       -10       -10
        14        21       -10       -10
        73         8       -10       -10
        39        26       -10       -10
        88        57       -10       -10
        71        12       -10       -10
        21        61       -10       -10
        91         2       -10       -10
        67         1       -10       -10
        94        98       -10       -10
        21        65       -10       -10
        30         9       -10       -10
        81        95       -10       -10
        98        45       -10       -10
        34        63       -10       -10
         4         3       -10       -10
        75        13       -10       -10
        76        14       -10       -10
        91        16       -10       -10
        70        13       -10       -10
        27        43       -10       -10
        74        17       -10       -10
        44        40       -10       -10
        17        90       -10       -10
        90        89       -10       -10
        54        19       -10       -10
        49        87       -10       -10
        65        46       -10       -10
        31        98       -10       -10
         9        86       -10       -10
        52         1       -10       -10
        54        79       -10       -10
        66        82       -10       -10
        20        75       -10       -10
        43        99       -10       -10
        85        11       -10       -10
       100        93       -10       -10
        44        48       -10       -10
        79         8       -10       -10
        46        62       -10       -10
        99         9       -10       -10
         6        53       -10       -10
        87        71       -10       -10
        78        34       -10       -10
        95        98       -10       -10
        60        49       -10       -10
        90         2       -10       -10
        12        38       -10       -10
        99        11       -10       -10
        83        42       -10       -10
         2        56       -10       -10
        19        18       -10       -10
        77        58       -10       -10
        39        18       -10       -10
        47        33       -10       -10
        15         6       -10       -10
        34        57       -10       -10
        59        32       -10       -10
        22        81       -10       -10
        50        42       -10       -10
        37        62       -10       -10
        66         8       -10       -10
        89         5       -10       -10
        63        72       -10       -10
        77        25       -10       -10
        32         2       -10       -10
        76        64       -10       -10
        34        61       -10       -10
        29        30       -10       -10
        72        49       -10       -10
        51        27       -10       -10
        84        37       -10       -10
        10        55       -10       -10
        36        24       -10       -10
        33        88       -10       -10
         2        96       -10       -10
        33        42       -10       -10
         8         5       -10       -10
        22        82       -10       -10
        99        23       -10       -10
        80        25       -10       -10
        10        12       -10       -10
        95        44       -10       -10
        43        26       -10       -10
         9        28       -10       -10
        97        42       -10       -10
        43        36       -10       -10
        20         4       -10       -10
        76        52       -10       -10
        92        39       -10       -10
        10         3       -10       -10
        41        60       -10       -10
        98        15       -10       -10
         7        38       -10       -10
        93        25       -10       -10
        13        77       -10       -10
        68         4       -10       -10
        69        19       -10       -10
        77        35       -10       -10
