         i         j       pij       pji
        42        39         0         0
        28        45       -10       -10
        12        47     -70.8   -100000
        48        17     -55.3      44.9
        38        41         0         0
        37        25       195    -246.3
        20        15    -362.6     302.3
         7        41      27.7     -37.1
        26        34       -10       -10
        23         8     152.1   -100000
         9        16       -10       -10
        15         5    -111.8   -100000
        41        35     291.4    -392.9
         2        19       -10       -10
        26        10       -10       -10
         5        33         0         0
         1        25         0         0
         9         1     404.4    -405.2
        26        46         0         0
        11        31       -10       -10
        29        33    -167.1   -100000
        40         7       -10       -10
        27        47         0         0
        20        26       -10       -10
        11        15         0         0
        24        45      -548   -100000
        15        23       -10       -10
        44        48     521.5   -100000
        44        18       -10       -10
        19        39    -125.7   -100000
         5        27      77.9   -100000
        40        10     173.6   -100000
         4        50    -155.5   -100000
        22        15    -190.6     187.6
        30         2       -10       -10
         9        48     461.9   -100000
        42        27       -10       -10
        44        38        58     -72.6
        42        36     -92.4   -100000
         3         8         0         0
        40        32     354.5   -100000
         6        41         0         0
        24        13         0         0
        34        49         0         0
        43        24         0         0
        14        33       -10       -10
        50        20         0         0
        42        45         0         0
        31        21       -10       -10
