         i         j       pij       pji
         1        40      -0.6   -100000
        12        42       -10       -10
        32         1     -83.2      80.1
        27        35     105.5   -100000
        31        12     -32.4     -17.3
        16        50      90.5   -100000
        48        28    -122.9   -100000
         3        32       -10       -10
        44        48      52.2     -96.5
        38        36     -49.8   -100000
         1        34         0         0
        12        45         0         0
        28        11        32   -100000
        40        24      76.8     -77.1
         2        38         0         0
        26        42    -122.6     113.1
        22        41      -1.2      -4.7
         4        17         0         0
        20        37       -10       -10
         4         5         0         0
         7        27         0         0
        19        18       -10       -10
         9        23     -27.5   -100000
        32        35      -4.8      -7.7
        36        27      -5.6      -0.7
        34        19       -10       -10
        47        39       -10       -10
        20        43       -10       -10
        30        15     -14.2      10.2
        41         9         0         0
        41        25        69     -74.9
         9         8         0         0
        50        48       -10       -10
         8        46      21.2   -100000
        23        29       -10       -10
        49        44     -32.1   -100000
         4        27    -115.8     111.2
        33        42         0         0
         5        22     -55.6   -100000
        48        19     -88.8   -100000
        23        33     -36.4   -100000
        19        10      53.1   -100000
        39        21       -10       -10
        30        19       -10       -10
         6        16     -14.3   -100000
        47         7       -10       -10
        33        14      -8.6         4
        43        10         0         0
        14        13     128.1    -132.8
