         i         j       pij       pji
        11        12      61.2     -63.4
        10        22     -46.6      35.7
         9        24      42.1     -50.7
        17         1      -108       1.5
         4        11     -90.6      78.7
         5         6     -26.5      -8.1
        10         7     -66.9       8.8
        11        15      -1.3      -5.5
         1         2     -79.5      29.8
        24        23     -72.5      71.1
        21         1       4.7     -54.6
         3         8     -64.8       0.2
        18        19     -25.7      -3.5
         1         3      -8.4      -3.6
        10         9       -24      23.8
        23        14     -31.1      23.3
        16        22      -1.8     -38.3
        19        12      27.4     -64.4
        14        11      12.2     -21.3
        18         3      -5.7     -50.3
        13        25      18.3     -25.3
        10         5     -32.1      21.7
         6        13      50.1     -62.9
         1        20     -64.6     -63.5
