         i         j       pij       pji
        21        14       -10       -10
         7        19       -10       -10
        12         9       -10       -10
        25        17       -10       -10
        11        23       -10       -10
        20        13       -10       -10
        15         8       -10       -10
        17         1       -10       -10
         1        13       -10       -10
        16         8       -10       -10
        24        10       -10       -10
         8         7       -10       -10
        18         9       -10       -10
        10        20       -10       -10
        11        18       -10       -10
        19         6       -10       -10
        14        23       -10       -10
         2        23       -10       -10
         5        21       -10       -10
        18         8       -10       -10
        20         4       -10       -10
         3        13       -10       -10
        19        22       -10       -10
