         i         j       pij       pji
         3        46       -10       -10
        24        11    -133.3    -170.8
        10        37         0         0
        50        39         0         0
        19         8       -10       -10
        40        32       -10       -10
        11        22     257.1   -100000
         1         2    -353.3   -100000
         7        14     -66.8   -100000
        38        31     174.4    -242.6
        12        47         0         0
        14        37       9.7    -387.9
        30        28         0         0
         4        49    -241.6   -100000
         3        36       -10       -10
         9        50    -390.4     377.6
        33        27         0         0
        21         6         0         0
         9         4     270.4    -314.8
        24        45         0         0
        34        11         0         0
        41        12      -142        46
         7         9      35.8    -342.9
        14        20       -10       -10
        19         9       -10       -10
        18        50         0         0
        41        46    -398.7   -100000
        17        13       -10       -10
        34        12     183.2    -203.8
        44        43     -13.1   -100000
         3        15      75.4   -100000
        30        38     -30.9   -100000
         2        40       -10       -10
        36         7       -10       -10
        43        50    -374.3   -100000
         1        26    -241.4    -277.5
        47        26       -10       -10
        23        22     173.1   -100000
        50        27      77.8    -135.6
        35        13      19.9   -100000
        21        36      -332     265.3
        29        40     182.6   -100000
        45        16       -10       -10
        14        28         0         0
        36        13     586.3   -100000
        48         2    -193.1    -394.4
        28        42    -109.4   -100000
         8        25     346.5    -383.5
        23         5    -156.8    -434.6
