         i         j       pij       pji
        16        21       -10       -10
         3         1       -10       -10
         1        18       -10       -10
         8         9       -10       -10
         7        19       -10       -10
         5        20       -10       -10
         1        16       -10       -10
        11         7       -10       -10
        19        18       -10       -10
        12         2       -10       -10
        16         8       -10       -10
        21         6       -10       -10
         9         2       -10       -10
        17        24       -10       -10
        25        24       -10       -10
        10         5       -10       -10
        17         4       -10       -10
        12        10       -10       -10
        19        23       -10       -10
        24        13       -10       -10
        22         2       -10       -10
         4         5       -10       -10
         7        15       -10       -10
