         i         j       pij       pji
        35         4      -103   -100000
         1        20    -661.1   -100000
        33        25     602.5   -100000
        45        43     403.1   -100000
        45        11       104   -100000
         6         3     347.6   -100000
        31        36    -667.8   -100000
        25         1    -170.1   -100000
        13        34    -229.2   -100000
         2        23     272.5   -100000
        41         8     -97.3   -100000
        43         8     -94.2   -100000
        32        40    -219.5   -100000
        19        36    -133.1   -100000
         9        30    -217.8   -100000
        22        38      10.4   -100000
        25        18    -835.6   -100000
         1        42    -590.7   -100000
        10         6    -246.3   -100000
        23         7      79.7   -100000
        36        50     653.3   -100000
         5        42    -700.5   -100000
        44        26    -133.3   -100000
         9        44    -222.8   -100000
        20         4     128.3   -100000
        31        17     -37.2   -100000
        50        28    -442.3   -100000
        43        42    -327.5   -100000
        48        40     183.6   -100000
         7        10    -280.7   -100000
         6        39    -271.2   -100000
        49        25     446.1   -100000
        26         4       191   -100000
        22        18     294.9   -100000
        45         2     -19.1   -100000
        43        40      -7.1   -100000
        36        32      12.1   -100000
        46        22    -368.3   -100000
        47        48    -628.4   -100000
        12        45    -742.6   -100000
        15        22     140.3   -100000
        23        21     333.3   -100000
        37        13     496.7   -100000
        19        16     193.2   -100000
         7        34      -459   -100000
        27        10     313.5   -100000
        10        29     -60.8   -100000
        42        24     595.9   -100000
        10        14     318.9   -100000
