         i         j       pij       pji
        13        17       -10       -10
         7        13         0         0
        10        25       -10       -10
         7         5       -95      94.5
        16        13      28.9    -128.5
        13         8     -26.6   -100000
         6        21     -34.6     -13.3
        18        20      95.2   -100000
        24         2       -10       -10
         4        16     -92.4      68.8
        23        11       -10       -10
         3         1       -84   -100000
        24         9       -10       -10
         7        20         0         0
        19        11     -38.3   -100000
        15        23       -10       -10
        12        19         0         0
        15        14       -10       -10
        16        10      90.8     -95.4
        22        19       -10       -10
        16         6      45.7   -100000
        24        22         0         0
        20        12     -53.8   -100000
        19         3       -10       -10
