         i         j       pij       pji
        14        24         0         0
        24        30         0         0
         5        47         0         0
        48        20         0         0
        22        47         0         0
         8        24         0         0
        34         1         0         0
        17        41         0         0
        47        26         0         0
        46        16         0         0
        35        29         0         0
         9        17         0         0
        28        15         0         0
        48         3         0         0
         5         2         0         0
         1         3         0         0
        49        30         0         0
        50        34         0         0
        33        16         0         0
        26        29         0         0
        42        21         0         0
        46        26         0         0
         1         4         0         0
        19        18         0         0
        31        26         0         0
        42        12         0         0
        17         6         0         0
         8        16         0         0
        48        40         0         0
        43        30         0         0
         7        18         0         0
        10        48         0         0
        11         7         0         0
        23        27         0         0
        45        23         0         0
        21        37         0         0
        28        39         0         0
        37        22         0         0
        36        20         0         0
        17        32         0         0
         7        17         0         0
        25        13         0         0
