         i         j       pij       pji
        61        41         0         0
        42        52         0         0
        20        10         0         0
        21        61         0         0
        37        50         0         0
        75        19         0         0
        34        22         0         0
        34        12         0         0
        80        26         0         0
        24        89         0         0
        94        85         0         0
        81        75         0         0
        25        93         0         0
        71        88         0         0
        17        91         0         0
        73        50         0         0
        65        33         0         0
        72        76         0         0
        69        47         0         0
        16        75         0         0
        22         7         0         0
        76        57         0         0
        19        98         0         0
        85        53         0         0
         1        40         0         0
         2        96         0         0
        35        74         0         0
        71         3         0         0
        61        34         0         0
        73        51         0         0
         1        73         0         0
        43        66         0         0
        22        16         0         0
        99        59         0         0
        52        63         0         0
        38        99         0         0
        83        96         0         0
         8        78         0         0
        98         8         0         0
        40        79         0         0
        63        95         0         0
        88        14         0         0
        57        59         0         0
        10        48         0         0
         5        18         0         0
        90        76         0         0
        53        75         0         0
        30        88         0         0
        62        31         0         0
        36        45         0         0
        27        11         0         0
        72        86         0         0
        91        74         0         0
        64        71         0         0
        32        70         0         0
        28        11         0         0
        20        56         0         0
        97        48         0         0
         5        64         0         0
        50        84         0         0
        29        69         0         0
        13        74         0         0
        29        62         0         0
        23        27         0         0
        44        82         0         0
        80        24         0         0
        49         9         0         0
        15        62         0         0
        47        82         0         0
        52        45         0         0
        42        65         0         0
        50        87         0         0
        28        69         0         0
        75        96         0         0
        61         6         0         0
        80        93         0         0
         4        68         0         0
        77        80         0         0
        39        33         0         0
        14        67         0         0
        68        13         0         0
        10        66         0         0
        10        46         0         0
        92        63         0         0
        54        35         0         0
        77        60         0         0
       100        58         0         0
