         i         j       pij       pji
        36        45       -10       -10
         2        40       -10       -10
        49        41       -10       -10
        15         6       -10       -10
         7        22       -10       -10
        10        17       -10       -10
        44        36       -10       -10
         4        32       -10       -10
        18        47       -10       -10
        48        25       -10       -10
        25        35       -10       -10
        35        50       -10       -10
         5        30       -10       -10
         2         7       -10       -10
         6         7       -10       -10
        21         9       -10       -10
         8        19       -10       -10
        26        10       -10       -10
        34        50       -10       -10
        29        41       -10       -10
         6        29       -10       -10
        32        25       -10       -10
         9        15       -10       -10
         9        23       -10       -10
        28        42       -10       -10
        35        37       -10       -10
        46        17       -10       -10
        22        11       -10       -10
        47        12       -10       -10
        43        17       -10       -10
        50        43       -10       -10
        16         9       -10       -10
        39        12       -10       -10
         9        38       -10       -10
        30        31       -10       -10
        27        42       -10       -10
        15        31       -10       -10
        49         8       -10       -10
        23        47       -10       -10
        14        33       -10       -10
        13        10       -10       -10
        36        16       -10       -10
         3        10       -10       -10
        14        44       -10       -10
        24        13       -10       -10
         5        27       -10       -10
        20        37       -10       -10
        43         1       -10       -10
