         i         j       pij       pji
        42        21      72.3    -439.1
        25        17    -110.9      25.2
        26        50    -296.7   -100000
        47        41     235.2    -296.5
        43        19      -622    -550.5
         1        36       -10       -10
        19        26       -10       -10
        16        19       -10       -10
        21         8     200.3    -357.2
        15        27       -10       -10
        40        26     274.9    -389.4
         5        36    -719.3     505.8
        29         8    -614.4    -357.7
         8        28       1.6   -100000
        11        44         0         0
        12        15      -275   -100000
        12        34     461.2   -100000
        15        18       -10       -10
        40        24     500.8    -610.9
        46        50     529.7   -100000
         8        25     266.3    -387.1
        30        45         0         0
        35         7         0         0
        37        46       -10       -10
        31        10     116.5   -100000
         1        33     137.7    -178.2
        19        23    -634.9   -100000
        30        50     532.7    -541.9
        33        38         0         0
        17        44    -337.2   -100000
        38         2         0         0
        45        29         0         0
        18         1         0         0
        38        23     105.1   -100000
         4         7    -227.7   -100000
        41        14         0         0
        23         3      51.2   -100000
        48        24     464.1   -100000
        41        34     304.1    -502.6
        24        32         0         0
        23         6         0         0
        14        31         0         0
        49         3       -10       -10
         4        26       -10       -10
        28        13         0         0
         9         2    -300.6   -100000
        20        32       -10       -10
        39        27      48.5   -100000
         5        22     -81.4      66.6
