         i         j       pij       pji
        22        11      -100   -100000
        18        16         0         0
        21        15         0         0
        15        24       437   -100000
        20         3       -10       -10
        18        13     313.9   -100000
         4        20    -193.9   -100000
        18         4     376.2    -384.9
        19        24     360.4    -428.8
        11         7       -10       -10
         7        15       -10       -10
         2        12       -10       -10
        19        18     -16.7   -100000
         2        23     -69.9     -99.3
        25         9    -294.1   -100000
        18         6      71.8       -97
        25         1       -10       -10
        10        20         0         0
        23        21       -10       -10
        12         8     102.8    -230.1
        24         1         0         0
        17        24         0         0
         5        14         0         0
         1        14    -675.1   -100000
