         i         j       pij       pji
         9        98   -1807.7   -100000
        61        63         0         0
        30        85    1890.5   -100000
        54        51    1029.7   -1251.2
        31        92    -358.4   -100000
        59         5   -1714.8    1544.7
        57        90      1015   -1265.7
        67        64       -90       -90
        13        11       -90       -90
        10        94     -2101    1711.9
        70        74   -2139.2   -100000
        13        80       -90       -90
        17        69   -1924.3    1813.4
        35        68         0         0
        51        89      -953     947.9
        54        33    -781.8   -100000
        80        25         0         0
        92        56     431.9    -540.7
        24        27    -162.9    -197.8
        35         9    1616.7   -100000
        57        19         0         0
        90         4   -1945.2   -100000
        82         8       846   -1083.7
        72        94     674.5   -100000
        49        93    -902.3   -100000
        17        52    -173.1     118.9
         7        70    1146.3   -100000
        18        73     361.9   -100000
        92        33         0         0
        73        41     115.5    -488.1
        88        35    -669.3   -100000
        99        29       -90       -90
        40        23       -90       -90
        56        64   -1025.3   -100000
        98        65    -187.5   -100000
        17        75   -2493.5    2192.7
        68        37       -90       -90
         8        60     -1632   -100000
        23        58      29.8   -100000
        83        45         0         0
        42        70       -90       -90
         9         7   -1676.5    1327.9
        27        61       -90       -90
        69        33         0         0
        22        31     853.5   -100000
        74        87    2698.5   -2781.5
        93        95     881.3   -100000
        40        59       -90       -90
        60        91      19.3     -53.8
        55        49         0         0
        50         2   -2124.1   -100000
        50         9     428.7    -481.7
        37        38       -90       -90
         1        30       -90       -90
        79        43         0         0
        81        92   -1952.3   -100000
        62        64       -90       -90
        92        96      2450   -2472.4
        15        51       -90       -90
        92        32         0         0
        27        67         0         0
         4        28       -90       -90
        60        84       -90       -90
        30        74         0         0
        80        54   -1400.1   -100000
        38        55    -150.9   -100000
        69        37     199.6   -100000
        55        28     556.1   -100000
        46        76       -90       -90
        87        86   -1200.2   -100000
        47        48       -90       -90
        12        46     -15.9    -199.5
        73        42      71.8    -177.7
        48        10         0         0
        71        67   -1927.4      1925
        41        78         0         0
        29        19    1287.6   -1432.3
        59        60       -90       -90
        65        82    1148.6   -100000
         4        12     545.7      -582
        77        91   -1432.1    1253.2
        82        83         0         0
        48        38   -1652.7    1647.7
       100         9    1984.3   -2296.4
        66        27    -309.4   -100000
        88        26       -90       -90
        26        36       -90       -90
        20        49     764.8   -100000
        73        43         0         0
        26        34         0         0
        34        16     324.6   -100000
        18        14         0         0
         1         3     629.2     -1120
        39        68       -90       -90
         6        97         0         0
        53        26         0         0
        97        86    1133.2   -1190.6
        45        44         0         0
        21        41         0         0
