         i         j       pij       pji
         3        32         0         0
         4        12     134.9   -100000
        28        49       -10       -10
        43        18     205.6   -100000
        20        33     924.2   -100000
        23        39         0         0
        30        33       374    -517.7
         6        10    -644.9   -100000
        48        10         0         0
         9        31       -10       -10
        38        29      74.2    -129.3
        17        13       -10       -10
        35        37         0         0
        46        18         0         0
        28        38    -383.4   -100000
        47        33     790.7   -100000
        42        47       -10       -10
         7         6         0         0
        32        45         0         0
        50        27         0         0
        40        28       -10       -10
        40        23       -10       -10
        22        50       -10       -10
        34        30         0         0
        30        46    -169.9      -448
        12        32       -10       -10
        39        36       -10       -10
        35        14         0         0
        36         2       -10       -10
        18         3     -32.5    -458.1
        10        19         0         0
         2        24     585.1   -100000
        50         3         0         0
        28        15     -96.3     -31.6
        31         6         0         0
        50         8    -423.4   -100000
        40        14     185.8   -100000
        18        40    -264.4   -100000
        22        10         0         0
         1        26       -10       -10
        49        26     124.5   -100000
        21        17      11.5   -100000
        11        16     239.4   -100000
        13         9    -271.5   -100000
         5        47       -10       -10
        41         3         0         0
        46        44    -235.1   -100000
         1        16       -10       -10
        21        25        75    -611.7
