         i         j       pij       pji
        20        15       -10       -10
         8        19       -10       -10
         4        14       -10       -10
        19        23       -10       -10
        19         6       -10       -10
        13         2       -10       -10
        17        23       -10       -10
        23         7       -10       -10
         6         5       -10       -10
         6        18       -10       -10
         5        12       -10       -10
         9        22       -10       -10
        10         9       -10       -10
        11         5       -10       -10
        14        23       -10       -10
         2        25       -10       -10
        16         2       -10       -10
        15         9       -10       -10
        16         5       -10       -10
         3         1       -10       -10
        17        21       -10       -10
         1        24       -10       -10
