         i         j       pij       pji
        67        51         0         0
        93        23         0         0
        89        62         0         0
         5        18         0         0
        71        34         0         0
        70        18         0         0
        50        94         0         0
        71        88         0         0
        86        41         0         0
        60        69         0         0
        36        62         0         0
        26        71         0         0
        99        81         0         0
        98        88         0         0
        75        90         0         0
        10        15         0         0
         3        14         0         0
        95       100         0         0
        98        47         0         0
        15        21         0         0
        86        52         0         0
        13        97         0         0
        20       100         0         0
        58        46         0         0
        70        56         0         0
        78        39         0         0
        32        75         0         0
        26         6         0         0
        16        87         0         0
        72        70         0         0
        52        55         0         0
        94        51         0         0
        59        40         0         0
         2         8         0         0
        28        23         0         0
        19        39         0         0
        40        76         0         0
        83        61         0         0
       100        14         0         0
        71         2         0         0
        15        42         0         0
        71        66         0         0
        48        16         0         0
        68        58         0         0
        56        22         0         0
        37        45         0         0
        16        56         0         0
        85        34         0         0
        62        29         0         0
        58        27         0         0
        65        80         0         0
        80        79         0         0
        96        73         0         0
        31        76         0         0
        37        48         0         0
        32        29         0         0
         5        30         0         0
        82        35         0         0
         7        23         0         0
        51        32         0         0
        58        82         0         0
        12        90         0         0
        19        38         0         0
         4        63         0         0
        54         6         0         0
        74        49         0         0
        64        82         0         0
        24         4         0         0
        33        22         0         0
        85        96         0         0
        91        59         0         0
        17        96         0         0
         1        34         0         0
        43        60         0         0
        86        78         0         0
        95        99         0         0
        59        15         0         0
        18        83         0         0
         6        57         0         0
         9        80         0         0
        96        77         0         0
        84        93         0         0
        79        25         0         0
        53        63         0         0
        43        92         0         0
