         i         j       pij       pji
        92        62       -90       -90
        13        50     777.8    -793.6
        50        99         0         0
        65        96     -17.6      -9.5
        82        44         0         0
        22        80         0         0
        57        82     296.6   -100000
        98        92     341.2    -348.9
        63        41         0         0
        62        71         0         0
        16        93     -47.6      27.7
        54        86         0         0
        36        66     122.5    -185.7
        67         3         0         0
        29        93       -90       -90
        97        79      58.7    -162.2
        70        27       -90       -90
        99        51       -90       -90
        74        26     255.6    -344.7
        29        46       -90       -90
        70        26     258.4    -277.5
        14        79       -90       -90
        25        86         0         0
        19        94         0         0
        82        27       -90       -90
        97        77         0         0
        78        19     168.2   -100000
        45        53    -298.6   -100000
        68        34      66.8   -100000
       100        77    -146.2   -100000
        38        45       -90       -90
        14        19    -306.2     288.8
        31        29     195.5   -100000
        14        93       -90       -90
        33        86     100.2   -100000
        87        18       -90       -90
        18        81       -90       -90
        31        86         0         0
         5        91     809.1    -829.2
        71        77     276.7    -303.9
        15        92       -90       -90
        86        53     144.7   -100000
        83        40       -90       -90
        67        32         0         0
        43        24         0         0
        43        41     125.2   -100000
        42        70     270.8    -312.7
        41        77     364.5    -425.2
        42        58     447.1   -100000
        26         4       -90       -90
        77        59       -90       -90
        48       100       3.5     -78.1
        57        36     593.9    -636.6
        71        51     476.1   -100000
        52        82    -568.7     511.3
        71        20    -258.8   -100000
        61        93       -90       -90
        12        86    -514.3   -100000
        42        65         6     -46.1
        22        54    -619.8   -100000
        37        44         0         0
       100        68      24.3   -100000
        36        88       -90       -90
        35        86       -90       -90
        92        10       -90       -90
        40        45     243.8    -284.7
        39        79       -90       -90
        32        20       -38       6.3
        75        77    -428.9   -100000
        56        70       -90       -90
        41         7         0         0
        92        44       -90       -90
        37        87    -284.5   -100000
        25         2     649.6   -100000
         2        91     -30.4     -38.1
        68        90    -706.5   -100000
        85        61         0         0
        11        56     -72.1      32.3
        23        65    -664.7   -100000
        28         9         0         0
        84        16       -90       -90
         6         1     224.7    -240.3
        30        92       -90       -90
        41        55      -112   -100000
         5        28     568.6    -573.4
        27         6     384.3   -100000
       100        89       -90       -90
        64        57    -657.6     637.2
        95        22     580.9    -598.5
        54        17       -90       -90
        47        96      -956   -100000
        49        75         0         0
        72        45       -90       -90
        27         8         0         0
        45        73     -12.7   -100000
        31        69     736.1    -741.7
        60         9         0         0
        21        69         0         0
        73        76    -304.3     278.8
