         i         j       pij       pji
        16        14       -90       -90
        14         1     410.5   -100000
        17        25       -90       -90
         3        17         0         0
         3        12     581.7   -100000
        14        21       387   -100000
        12         9       -90       -90
        20        17       -90       -90
        15        10         0         0
        17         7       -90       -90
        25        18         0         0
        24         5         0         0
         3        14     456.8   -100000
        14         6         0         0
         2         5    -761.1   -100000
        22        21       -90       -90
         8        16     180.9   -100000
        13        20         0         0
         6        19    -297.9     248.3
        13         4     655.8   -100000
        23         4         0         0
        16        11         0         0
        24        13         0         0
        22        10    -484.4     478.7
