         i         j       pij       pji
        42        37     394.9   -100000
         8        35       -26   -100000
        22        29    -476.7   -100000
         6        12    -134.6   -100000
        35        25    -130.7   -100000
         8         2     674.6   -100000
        36         2     209.4   -100000
         7         2     720.8   -100000
        42        44     442.7   -100000
         9        31    -233.1   -100000
        19        22     622.7   -100000
        45        31    -242.1   -100000
        46         4     349.2   -100000
        41        12     585.3   -100000
        45        48     191.8   -100000
        10         5    -279.1   -100000
        26        42    -605.3   -100000
         4         1     197.1   -100000
        21        42    -998.6   -100000
         2        23     -72.8   -100000
        25        41       2.4   -100000
         8        44     237.5   -100000
        11        28     -56.7   -100000
        50        22     -11.1   -100000
         9        28      89.9   -100000
        37        20    -401.7   -100000
        40        20     -91.1   -100000
        18        11     349.1   -100000
         9        12     279.6   -100000
        20        24        77   -100000
        27        19        87   -100000
        39        49     479.7   -100000
        13        22       769   -100000
        34        16    -159.3   -100000
        11        32    -275.3   -100000
         5         1     790.2   -100000
        38        33    -477.9   -100000
        32        16     367.1   -100000
         3        39     324.3   -100000
        32        30     328.2   -100000
        17        46     386.5   -100000
         3        11     411.4   -100000
        49        29    -650.2   -100000
        38        11      -3.4   -100000
         4        27    -594.6   -100000
        43        23     676.4   -100000
        14        10    -167.8   -100000
        43        15     202.2   -100000
        40        47     914.9   -100000
