         i         j       pij       pji
        21        11     760.8    -895.9
         7        10     -74.7   -1823.6
         7        22   -2490.5    1808.9
         6        14       328    -567.5
        15        24   -1340.8    -327.8
        18         3    1695.1   -2710.5
        14        18   -1184.1     954.7
        24         6    -955.1     278.1
        16        12     -2736      1988
        23         2       -91   -1329.9
        25         8     223.4    -505.3
        23        16     460.9    -560.4
        15        23    -506.4     439.9
         2        13    -192.3    -715.7
         7        21      82.4    -162.4
         1         9     371.4   -1736.9
        20         3     -1101        26
         6        25    1997.5   -2024.3
         8        22   -3014.4    2758.9
        21         4    -604.6     548.2
        17        11     263.7    -270.9
        11         9     -77.5      13.8
        13         5   -1626.8     345.7
         3        19   -1763.5    1614.9
