         i         j       pij       pji
        11        26       -90       -90
        32        41       -90       -90
        35         7       -90       -90
         4        14       -90       -90
        13        42       -90       -90
        32        33       -90       -90
        10        18       -90       -90
        49        22       -90       -90
        46        27       -90       -90
        32        20       -90       -90
        16        28       -90       -90
        24        20       -90       -90
         8        37       -90       -90
        40        27       -90       -90
         8        18       -90       -90
         8        35       -90       -90
        15         9       -90       -90
        23        50       -90       -90
        32        35       -90       -90
        36        39       -90       -90
         6         2       -90       -90
        28         4       -90       -90
        30        45       -90       -90
        19        42       -90       -90
        43         3       -90       -90
        14        12       -90       -90
        41        29       -90       -90
         7        31       -90       -90
        44        29       -90       -90
        10        19       -90       -90
        16        38       -90       -90
        17         3       -90       -90
        19        17       -90       -90
         9        37       -90       -90
         9        28       -90       -90
        50        49       -90       -90
        40        13       -90       -90
        22        34       -90       -90
         1        47       -90       -90
        25        20       -90       -90
        15        11       -90       -90
        26        39       -90       -90
        48        28       -90       -90
         5        25       -90       -90
        27        30       -90       -90
         6        23       -90       -90
        22         1       -90       -90
        23         4       -90       -90
        34        21       -90       -90
