         i         j       pij       pji
        21        14      -467        58
         6        16     336.2    -353.6
         4        23    -530.4     412.8
        18         3     513.3    -680.1
        16        12    -592.1     109.4
        23        13     489.2    -528.1
         5        25       4.9    -516.8
         4        20    -630.7     221.4
        11        14    -179.3    -576.6
         5         3    -295.8    -447.8
        25        19    -572.4     314.7
        23         3     277.3    -314.3
        16         2      -490      86.5
        14         1    -490.1    -851.7
         1         5     697.7    -704.8
        13        22    -391.5       386
        16        19    -604.3     274.6
        15        19     163.9    -411.9
        24        21    -475.7    -863.6
         1         9     260.5    -384.3
         8        13     295.2    -372.4
        17         4       -31     -20.1
        13        10    -174.2     129.8
         7        11    -622.6    -256.9
