         i         j       pij       pji
         5        55      52.7   -100000
        19        43      70.7   -100000
        71        98     114.1   -100000
         2        12       0.7   -100000
        97        55       -10   -100000
         4         2     -99.3   -100000
        54        46       -56   -100000
        48        72     -78.3   -100000
        84        98       109   -100000
        69        15        11   -100000
        23        20      31.7   -100000
        57        90     -21.1   -100000
         4        61     -81.1   -100000
        27        14     -37.1   -100000
        51        62     -45.4   -100000
        51        18      29.8   -100000
        90        71     -45.5   -100000
        42        70     174.2   -100000
        14         5      34.6   -100000
         8        25        82   -100000
         1        99      39.9   -100000
        48        56     -37.1   -100000
        89        11    -113.9   -100000
        28        38      -9.4   -100000
        83        40    -113.3   -100000
        39        90      34.4   -100000
        49        32      54.6   -100000
         5        73      20.5   -100000
        32        86       -51   -100000
         8        94      77.6   -100000
        98        46     -84.3   -100000
        60        93      31.4   -100000
        11        33       5.5   -100000
        22        13      23.6   -100000
        98        95    -182.5   -100000
        87        33      -9.9   -100000
        94        34    -123.9   -100000
        70        38    -117.9   -100000
        20        21     -61.3   -100000
        75        28      30.2   -100000
        54        77      15.7   -100000
        83        88      27.3   -100000
        68        98      43.4   -100000
        67        19      -7.4   -100000
         3        68     100.9   -100000
        78        55      66.6   -100000
        46        48     -21.1   -100000
        94        69    -158.8   -100000
        66        41     -60.2   -100000
        75        15       6.9   -100000
        30        20      64.4   -100000
        77         2      37.2   -100000
        50        97      54.8   -100000
        20        85     -49.6   -100000
        40        19     -32.9   -100000
        46        85       9.8   -100000
        45        85     113.1   -100000
        13        73     -47.5   -100000
        53        82      56.7   -100000
        19        69     -19.6   -100000
        38        85      82.3   -100000
        92        37     160.9   -100000
        64        38      48.9   -100000
         3         9        56   -100000
        80        65    -193.9   -100000
        16        32      59.8   -100000
       100        92    -188.6   -100000
        25        17     -20.5   -100000
        58        68      -9.2   -100000
        26        97      30.3   -100000
        63         6      51.6   -100000
        99        35      40.5   -100000
        27        96      -7.8   -100000
        21        96     125.2   -100000
        37        40     -96.8   -100000
        20        29     -74.1   -100000
        11        30       9.5   -100000
        79        87     -18.4   -100000
        47        63        22   -100000
        85        93      -1.1   -100000
        57        80     105.6   -100000
        35        28     -68.2   -100000
        76        44     -24.9   -100000
        90        16      10.9   -100000
        71        62      -2.6   -100000
        41        64     -59.4   -100000
        28        91     -27.4   -100000
        76        30     -24.3   -100000
        80        74     -77.4   -100000
         6         7      -8.9   -100000
        82        55      -0.6   -100000
        52        45     -10.4   -100000
        31        54        17   -100000
        16         7      14.1   -100000
        24         9     -78.7   -100000
        59        98      51.4   -100000
        10        32      16.8   -100000
        74        36     -81.9   -100000
        42        81        62   -100000
