         i         j       pij       pji
        78        43         0         0
        95        56       -90       -90
        30        74       -90       -90
        23        77    1312.1   -1352.2
       100         6      67.5   -100000
        54        35         0         0
        31        29         0         0
        44        35   -1274.2   -100000
        32        34     848.7   -100000
        41         5   -2829.3   -100000
        60        10     700.3   -100000
        32        72    -338.1   -100000
        71        43       -90       -90
        24        29      41.9   -100000
        57        74   -1927.5   -100000
        42         1   -1917.7   -100000
        58        20   -1405.3   -100000
        48        90     565.1   -100000
        34        28         0         0
         5        15    1896.3   -1993.6
         5         6         0         0
         6        49     827.2   -100000
        74        31       -90       -90
        94        50     951.7     -2008
        51        97   -2015.8    1230.1
        77        96    -213.1    -294.2
        62        72    -106.7     -15.9
        72        64         0         0
         5        69       -90       -90
        64        31         0         0
        76        51       -90       -90
        47        21         0         0
        78         9       -90       -90
        26        99   -1162.6     567.7
        53        70     874.6   -100000
        95        37       -90       -90
        24        53     387.8   -100000
        13        48      -7.5   -100000
        42        41         0         0
        19        92     -1752     705.7
        50        17       -90       -90
        73        58    -632.6     483.2
        35        58     406.4    -480.4
        47        12    -955.9     945.9
        26        49         0         0
         8        31   -2628.2   -100000
        44        57       -90       -90
        72         6       -90       -90
        94        54     286.2    -541.6
        66        88    1231.3   -1309.9
        11        20   -2516.4   -100000
        88        18       192   -100000
        33        84     488.7   -1271.7
        45         7   -1397.1     746.4
        92        98       660   -100000
        83        80      1159   -100000
        63         1         0         0
        50        19         0         0
        96        25         0         0
        46        20   -2129.8    1546.5
        34        77    1551.6   -1748.1
        60        55         0         0
        79        47       -90       -90
        82        70         0         0
        95        52    1039.6     -1233
        74        97    -247.4   -100000
        59        28         0         0
        36        28         0         0
        37        49     -52.1     -97.3
        45        82         0         0
         7        71    1309.6   -1354.6
        37        40     274.3      -313
        31        93       -90       -90
        89        63    -553.4   -100000
        90        10    -209.4   -100000
        66        93       -90       -90
        84        46       205      -340
        55        59         0         0
        16        35    -645.9   -100000
        61        97       -90       -90
        67        45    1722.5   -100000
        93        68         0         0
        22        32       -90       -90
         7         3      38.3     -87.4
        86        56    -391.8   -100000
        53        21    1588.8   -1644.9
        26         4       -90       -90
        81        48         0         0
        14        77     832.6   -1307.4
        80        72   -2309.3   -100000
        27        63         0         0
        65        22       -90       -90
        87        25         0         0
         2        56     688.3    -816.3
        91         4    -131.1   -100000
        85        84    -543.2     484.7
         6        38     290.2   -100000
        75        69         0         0
        39        40       -90       -90
