         i         j       pij       pji
        44        37     177.7    -481.9
        43        63    -610.7     315.6
         4        27    -784.1     -51.1
        39         1    -114.2    -569.1
         8        23    -218.2     -38.1
        67        39    -506.7     440.3
        15        97      93.3    -155.7
         7        89     155.1    -581.1
        78        63    -493.9     142.2
        25         4    -476.3    -220.5
        30        58       470    -596.8
        59        69    -446.9    -310.3
         7        50       180      -339
        19        17     176.6    -513.5
        88        16    -174.2     -12.5
        17         5    -729.3      61.9
        76        47      -397     141.6
        74        83    -274.4     205.1
         3        32      -8.8    -159.2
         1        56      93.8    -190.7
         5        26     135.5    -239.4
        94        28    -385.9      95.9
        95        38     402.9    -490.8
        42        13     178.2    -281.9
        59         9      -0.8    -183.8
        43        53    -229.6     149.3
        84        73    -117.2     -91.5
        28        32     583.4    -640.2
        10        65    -221.5      31.1
        92        73      25.4    -344.7
        10        78    -159.2      19.8
        42        56       407      -506
        16        54     226.7    -450.5
        58        36    -361.7      85.9
         8        62      -114    -177.2
        46        23    -336.8     162.4
        88        82    -413.7     367.5
        54        97    -168.8     -71.8
        74        69    -235.6     127.6
        76        89     366.3    -535.4
        94        54       226    -253.1
        41         7    -218.3    -133.4
        20        73    -127.7     120.6
        48        57    -502.4       196
        38        32     239.6      -296
        28        37     490.2    -541.4
         5        21    -208.2      -8.4
        61        84      30.2    -262.7
        37        76    -136.1     116.7
        34         2    -249.3     194.7
        74        14    -425.4     105.9
        70        41     -87.2     -62.5
        24        28    -578.4     472.2
        64         1       176    -492.6
        53        34      94.6    -188.6
        40        45    -246.5      97.4
        25        41    -531.8     148.3
        94        23    -392.9     209.6
        96        35     122.4    -310.3
        41        30      39.4    -106.2
        69        13     -14.8    -163.7
        98        18     139.1    -153.6
        14        58     479.8    -777.5
        98        82    -198.7        34
         5         7     -35.5    -128.3
         5        33      86.7    -335.1
        34        13       -43     -76.3
        78        75    -188.6     101.6
        12         6    -146.3    -109.5
        96        88    -183.3     181.4
        33        84     -42.3     -81.6
        69        48     400.5    -522.7
        72        59     311.5    -343.1
        64        31    -261.4     158.9
        69        68     166.6      -598
        64        55     168.7    -509.8
        91        27    -518.5     483.7
        66         6    -573.1     342.4
        94        90     -89.4     -98.7
        82        22     262.6    -446.7
        41        49     143.3    -344.8
        55         6    -479.3      65.5
        93        38    -456.1      37.2
        99        32     103.7    -412.5
        95        87     275.7    -322.8
        84        45    -168.4      -5.5
        13        60     403.9    -450.4
        57        52      -456       3.6
        81        66     300.3    -302.3
        10        11    -132.7     -13.4
        99        29    -273.2     229.8
         7        71     -21.8     -91.4
        51        92    -209.5    -100.5
        23        86     120.4    -155.4
        62        85    -117.9    -218.6
        77        83    -568.8     198.4
        79        99      -112    -306.2
       100         4    -485.9    -153.6
        80        57    -398.7       272
