         i         j       pij       pji
        76        88       -10       -10
        36        69      -182     176.3
        18        35     209.1   -100000
        62        28       -10       -10
        39        31       -10       -10
        66        80       -10       -10
        53        17     558.1   -100000
        74        81    -198.6     111.3
        37        90         0         0
        81        25     431.3    -443.4
         9        62     -40.1   -100000
         2        73       -10       -10
        77        78    -427.3     413.1
        93        10         0         0
         8        54      68.8     -87.6
        40        30         0         0
        36        62       -10       -10
        64        39      59.6     -69.2
        72         2      23.5   -100000
         7        86      16.8   -100000
        54         4     134.9      -262
        10        25     157.5   -100000
         7        92         0         0
        38        28       -10       -10
        45        92         0         0
        23        84       302   -100000
        38        83       -10       -10
        44        20     253.8    -475.4
        10        70       -10       -10
        17        79      -523     405.6
        50        22    -273.1     -44.4
        94        98         0         0
        76        72         0         0
        57        18     -43.6       -37
        99        19         0         0
        61        89     390.3   -100000
        99        28         0         0
         9        57       -10       -10
        47        12       -10       -10
        52        40       105    -248.8
        29        64       -10       -10
        11        95       -10       -10
        11        28       0.9   -100000
        61        41       -10       -10
        85        18      46.5   -100000
        13        50         0         0
        76        75         0         0
        15        75         0         0
        95        72     -71.7   -100000
        44        15       -10       -10
        25        14    -641.5     628.7
         3         6         0         0
        31        45         0         0
         3        60     174.9   -100000
        52        83       -10       -10
         8        59    -455.9     366.6
        69        80     626.9   -100000
        77        58      75.6   -100000
        71        47         0         0
        10        20    -186.3   -100000
        55        59    -727.5     683.8
         4        41    -479.4     278.8
        32        77       -10       -10
        68        13         0         0
        99        17     602.7   -100000
         4        97         0         0
        98        68     274.6    -322.7
         4        99    -436.3   -100000
        70        43       -10       -10
        18        51         0         0
        89        96         0         0
         7        50     378.8    -415.1
         1        37    -162.7     143.7
        88        98      77.9   -100000
        21        19         0         0
        65        83       -10       -10
        33        75       -10       -10
        20        34       -10       -10
        95        24       525    -557.4
        49        80     174.3    -235.7
        48        89       -10       -10
        16        60     338.9    -555.9
        95        71       -10       -10
        46        17     247.9    -451.4
       100        20    -242.9     223.7
        78        73         0         0
        26        86         0         0
        25        82    -706.8     545.4
        91        34    -294.1   -100000
        92        42         0         0
        73        23     -47.1   -100000
        21        67     139.6   -100000
        50        60       -10       -10
        56        36    -265.6   -100000
        37        73    -215.5   -100000
        27        80       454    -549.3
         5        33       -10       -10
        94        87       -10       -10
        57        63    -221.8     194.6
