         i         j       pij       pji
         8        22       -10       -10
        17        15    -103.7      95.9
        22        14     -41.4   -100000
         7        25        10    -160.1
         5        19     -88.9     -50.3
         1        15         0         0
         5        10       -10       -10
        14        19      63.4   -100000
        21        10         0         0
        20        24     -68.6   -100000
         7         2         0         0
        24         8       -10       -10
         9        22       -10       -10
         1         5      65.1   -100000
        23        19      52.1     -93.6
        22        12     -24.3       -32
         3         7    -153.8    -147.4
         4         3     -49.8     -23.4
        17         3     -23.3   -100000
        22         6       -10       -10
        15        16       -10       -10
         7        18     131.5   -100000
         5        11     -75.7   -100000
        13        24     -65.9      64.4
